id,loss
128408,3061.7923836
425151,2038.53083276
268016,3634.84289125
336283,2340.16980565
62514,3627.46765165
586038,3369.27808216
102098,3684.98149526
338004,1005.41204939
276949,1586.95037885
55304,3252.00296669
34825,2092.63359036
566553,1538.68858804
585973,1809.22922721
4566,2904.55822976
138933,12227.9727542
511635,1271.61350214
164610,767.650600535
205662,2970.0873611
294315,4695.25424401
432193,2978.45689673
9543,1223.708205
168000,2030.12050472
431097,1472.15629754
404987,2228.45657394
56924,3419.00939995
480680,1073.24483096
217581,6216.75313456
291242,1503.75154834
141033,1500.8480864
145813,2924.17202379
186534,2960.63812605
473348,3958.23501706
119169,3126.02860167
409898,2053.58954503
363411,4160.20883937
396439,5751.34295858
270071,1472.30343575
157074,4365.56571077
404903,1807.17667359
517405,2127.76768138
223854,2860.28957425
161451,1003.13607861
198649,2431.44510886
148220,1862.92282182
480519,4233.90215469
23073,1261.06247465
478987,7000.3612842
392322,1205.40621783
134148,6294.85933062
373907,1889.9207645
145708,2592.15419084
377217,1488.19998172
580187,1733.00082355
73947,1247.25537784
182062,1472.89908575
373640,6616.32982296
28215,981.516624608
248951,2751.56955168
83198,2434.14800731
439891,10737.7520171
202762,2228.88806078
85010,2776.79733866
112908,2158.79927801
432767,805.49662899
381369,3266.40746083
142812,1227.25566336
192096,2609.27709931
490991,2170.0879887
327122,2742.39471811
331376,1745.02690896
219903,2057.5069399
223356,972.104696518
164439,3700.76739372
398511,4373.53728772
124818,1995.88688174
15172,4775.53727007
232523,1749.61637423
182824,1034.21957545
375271,2663.87303056
374092,1851.67747001
159912,1909.03038905
432548,4590.69409428
345533,2068.86532253
109661,6372.82486773
553937,567.959215322
577550,2993.18481592
312514,2049.34561454
39116,2340.53259068
519177,3131.96497619
293042,1611.58108741
268132,1969.26854093
330933,2712.88290228
487713,2806.70910256
282519,2019.74772325
492202,1766.69681238
409515,3485.73926717
50201,2372.9179239
90865,3059.13908647
543140,2429.55616059
276367,283.596441026
211488,3132.82418287
335018,1424.88405888
35847,2284.63662965
432290,1875.27232002
8615,1470.22010993
168645,917.078025523
587013,2812.31514863
112400,2053.32232562
565786,686.207375676
242690,1520.35442306
403524,2061.47423221
52337,920.528618124
528993,2549.68188929
507574,5128.65737833
178914,1585.17666023
546697,3507.65469231
3272,2842.24427003
436324,4075.63893421
417708,8690.85062891
236155,4340.67899315
418575,1756.65325556
100316,8016.88811878
364321,1504.84449595
316515,1679.07281722
119597,1320.10872044
498829,4561.56132262
141070,866.226980131
19792,6307.60269635
431608,1106.39945915
547144,2628.41044115
533205,5167.12055976
158096,3773.19120426
104336,8017.67773783
199246,1902.45685963
44830,2959.53808332
300260,7812.81184738
547576,2834.69915867
194700,4034.76795719
30079,1685.00635897
46826,779.36174942
11381,9901.44174829
20959,2459.94957459
567510,530.44657389
186008,3464.39795401
20101,1698.8049765
489469,2353.92548321
130447,1087.85653522
249395,1637.24310407
30927,1177.28355554
300626,4984.96986268
307179,3608.01290873
244474,2154.27014482
370910,3237.21921122
496905,4328.00045608
162235,1907.77724799
210863,11956.449176
272254,954.830691143
585859,2438.89898553
448244,2521.05142607
150194,6127.77581332
301019,1226.02052844
97175,1995.46065335
336888,2386.20743685
274784,6103.07580359
352590,1659.25946537
151151,2684.33850107
262513,1803.09157828
505013,1173.79120787
187040,2398.54410676
328852,1877.18978877
8852,1764.35071831
520199,5517.59604598
499342,7533.8291224
398526,2085.0814026
2332,3751.55936233
183933,4678.00867775
99339,2341.88362151
48241,2765.09988135
332762,2220.73485021
435388,2474.22962501
66249,1951.07072782
335173,4442.32076007
567471,3176.49439133
492544,2270.38598842
406906,3039.7611814
197637,4226.71632174
120933,1672.36832852
399026,1776.1366125
78013,1191.75651415
63697,1345.81108394
277344,3441.18681416
54724,4978.00937614
514640,1306.65371132
235877,2774.9531645
438353,4457.33227739
440714,1230.42724366
431124,848.417144233
234810,1682.71757235
538615,3464.54329819
214205,3007.17184216
369334,2075.30587199
519609,2849.93628859
333019,5480.45210003
354122,2217.95720057
458554,2563.24437564
26491,1114.98501449
121366,2605.80980197
536410,3088.86821068
120087,1746.59963141
585110,3476.73670598
494078,2419.57721076
436474,2173.40822669
193610,2979.24810816
216485,2034.06564931
204977,1326.93697558
247006,3567.06704896
502377,6478.28088078
492155,1883.083805
235749,4360.46292782
278289,6026.67949607
79386,2783.24781739
67073,1455.50966916
32022,4039.09352611
99129,3511.0497596
552047,3385.03379368
505250,2338.54430466
158816,4797.03430551
111449,1999.15458305
216104,1023.16824862
500133,809.261699281
579900,2859.32056916
482479,1435.75791582
101735,4216.14055679
293223,731.095871637
470936,4174.22283169
374985,1747.75657693
268503,3882.20133882
210342,3717.07443167
500710,4930.8873349
316509,1223.09275096
67379,400.667874575
573721,3673.5832385
377268,2847.59927368
352928,1567.56678943
305575,2949.72360936
582413,3324.94251632
117880,9431.33028573
62616,1974.45961768
205915,4397.96625018
30569,2752.08697826
84190,2846.85187451
134626,6074.56012558
64111,1576.36044814
268165,2539.37688759
264457,1701.84062354
170719,3852.50790883
350264,999.860327181
372887,2072.3368635
20092,2330.85832583
75902,2680.40700551
421315,2508.22384401
364521,2896.78077525
30005,4460.13674783
117612,2822.89141648
305038,1008.02352566
232593,6928.89640603
79657,2143.21011535
188431,2128.481026
414287,3023.81481145
440485,1262.0446007
210270,2705.65222011
114006,6132.8330241
6066,1205.82677999
261381,1798.5034448
559434,2354.0970612
430870,1003.62590863
568064,3629.60957061
359274,4032.66697187
9897,2391.36959381
257403,1179.63058771
210652,7595.21033734
221461,3009.40067619
432876,2641.20679846
420066,3789.94304415
423126,4495.41542373
342436,9669.88007091
413584,1529.89090389
463742,1103.52239064
13558,5640.70231991
70564,5933.46687507
453394,1411.31959251
525456,4154.04329781
251629,1487.41557698
450251,2222.31425271
586233,1629.60460932
96401,702.193889161
114633,2464.60009939
288835,2069.5369296
328410,4266.63403374
299123,2740.43314978
347067,1660.39269091
115757,4652.81023617
577562,2918.1109199
