id,loss
184314,1856.9163036
377820,2274.3043328
74051,3496.39467855
63250,1955.13868339
564731,5003.77990532
298238,5234.32629693
163738,1609.52315037
84811,6908.15271911
221934,1918.34188557
187886,2624.78876705
585906,2261.21400916
496648,1524.91269405
236777,1739.7007136
245836,2544.87391117
464315,3629.21148199
365862,1592.01980965
252558,649.828993439
375057,7466.99447
21755,2180.36422206
178241,4495.61123879
428681,1024.59291323
167042,1371.5157753
351090,2642.00197666
519426,1495.21689751
585191,800.080083444
125250,2554.45035758
316139,1953.86961001
224407,2509.56388187
164869,3115.12558647
446021,3151.00899866
17280,7043.76312381
428193,974.583829265
60599,1609.31685912
351077,3438.91787863
568320,2093.39291109
428330,5270.55323223
168077,3482.10607929
391030,3559.9645952
188584,3271.369019
509446,1204.42337596
78353,2763.077218
443367,1617.24996184
442526,2872.80429148
177874,1828.74619299
25282,1565.97315173
274872,1615.87765675
194839,2054.43315891
151621,6012.7077348
359693,1359.42960149
282088,3676.50966701
2531,949.187719685
275129,4315.64499126
400889,6347.68886695
22826,3594.93037096
354996,1793.80698426
562835,1756.5498068
103413,4327.96037757
449835,2194.38369646
59971,3498.01371573
324239,3918.6876751
61991,1039.64469394
143680,7474.83041553
93860,2172.16043529
184947,3998.9542819
186578,2243.31462148
267544,1820.82390805
387354,1351.0106382
37020,3584.73207888
364893,2866.31717946
125662,1472.30916853
65274,1497.3896832
420653,3712.81752907
509697,5546.37410691
560740,3197.76454776
555586,10449.4685977
223645,1147.41014499
508063,2953.26244192
527909,2479.04898945
95444,7259.54584761
376681,2197.31795958
268304,4019.28810414
576590,1328.38080568
524650,1500.14674717
99592,1175.2083413
166681,1382.26186848
45468,1192.46077704
193077,5297.66492416
181237,4870.36947187
187940,6087.63076956
557359,2432.79084056
156048,1009.79772438
259968,4206.91750171
85263,3272.03520541
95509,3761.70039
242292,1886.9394323
2112,4852.36271191
485537,1346.65849547
257485,7081.96493014
557527,2787.83086559
60759,4575.40449005
44919,1988.66921637
404878,2330.19878326
464184,1467.80174347
319386,2241.72234345
534209,1829.13369634
223099,5343.56248637
42901,1007.70639027
418235,1966.55197843
183716,1601.08409325
160036,1732.74028527
298614,2673.60814662
288160,5818.07936446
422768,7744.77935944
268882,2775.41420848
107985,2075.33477739
216981,3332.8996416
373367,3217.68163981
313673,4369.4801445
515980,5938.55742432
14092,1414.80134475
318548,5135.83046947
80929,3126.71585589
318655,2063.12019019
343421,1424.13070574
35724,5188.22061939
567639,2089.79900961
543512,6185.56126307
249029,4051.32656366
221880,1376.32704647
580158,1508.19117171
303601,2943.9405641
265677,2183.80339761
120582,3202.35703156
146026,1370.67389363
16729,10769.0029628
196699,2093.79982515
254897,1611.84446246
333361,1812.24091173
519266,3462.88663688
79817,1573.17279103
210605,1874.96283348
166665,2052.8278271
347130,2957.43062545
234464,2573.21449997
77865,4961.02739203
265721,2741.31093169
385514,2981.97674632
498848,9406.62322071
273089,2227.84970654
491727,5863.99390065
123391,3097.12266156
462752,8346.28387336
366046,5541.18548178
582436,6176.58819834
360788,1153.19305277
213313,3072.44242841
17297,1342.01404297
499437,1678.47380452
36743,1912.59144584
501199,1462.74438813
551298,1759.08141067
239517,3025.18719267
501927,4917.83188913
156976,1926.3221557
4640,2288.43131422
43278,1273.85266096
176108,6751.81722262
470120,2573.08410326
234622,5992.81227179
35536,1429.34767056
346625,1066.40470585
570696,3328.08414476
311272,1342.80346796
170281,5470.54823447
327991,1339.80594389
259552,4209.7263464
306190,2811.90688365
230670,3039.16464499
282712,2672.3340628
228883,2719.77450793
349612,1063.62942825
47278,1106.65558337
107281,1754.11165032
483011,3620.92484187
493038,1578.86272727
335968,1460.57153704
346253,3454.64537788
432608,1402.236107
69164,3751.09079842
203619,2937.53931932
461980,1767.46542639
289036,1512.41103343
30257,1577.27489783
25438,1841.04360177
324864,4606.95822389
191757,8691.60777371
59810,2615.06686924
505045,1645.25393742
351729,1616.30150152
10367,3799.50844115
425498,4052.94451387
218847,2082.52132002
402544,1735.63191798
61121,5085.40149403
527563,3065.99458877
83073,2869.95213882
143094,2110.15879008
461395,2319.48408035
56704,2363.76626664
66576,4680.0505134
531977,1756.77095984
483879,5386.36649139
70790,6203.12805162
455534,4309.28419995
254413,2180.97320946
305989,1728.36261223
48512,3697.85710404
417126,1649.66029064
133121,1030.64896582
187066,11475.772143
477061,1680.10496734
250901,2288.06381032
356460,3867.31346178
303320,1637.71751174
71042,1766.57866226
66259,1845.83486791
265973,3334.5819691
479408,1122.8807325
427980,4906.95841093
73900,2057.67170186
341220,2550.02679299
328055,1826.53520249
499385,1181.27870653
195169,1942.85702751
274029,1555.50224704
104493,1332.33478375
397950,1471.86924828
567786,2887.95268324
69056,2004.24297627
542649,4555.29997984
230355,1701.76319484
541109,8483.64189932
479510,5908.9115663
472660,1823.70052785
517392,1621.19246083
253345,1003.55748417
323093,4208.08004126
277737,1936.51689953
564326,2684.33292133
375380,1795.96942269
471717,3699.36495332
104815,1570.01774265
361388,1500.1209492
275043,3081.99053503
80991,1022.25617058
185167,1316.88383239
129304,4437.7050333
436612,1351.97254241
493891,1125.70790281
581945,2988.46386188
19563,1293.68248279
469673,2880.78475549
448045,1586.20553597
137014,7652.05924237
566034,2951.49527372
328285,1697.96219399
457141,1947.19249491
185117,2076.84249182
203667,4207.65016844
14105,2156.21813123
71635,6398.75773957
547539,2457.1339653
391776,1352.02401902
217584,2901.04857085
6967,6674.8048247
100160,1543.97012728
378207,1788.55538359
160168,1486.68929152
439468,2711.13284321
448649,3901.06171052
480847,1663.34295383
310708,1884.24152143
321705,1557.973408
460854,2661.96262253
449269,904.680558072
217583,3894.28126113
320977,1634.39715326
406792,821.556775687
278208,828.590843538
459067,2803.71199362
343220,1361.65251829
297390,1036.22240689
477672,3842.84781091
230291,2873.15113216
43067,1477.67460586
34489,3364.40171043
385408,2178.31192224
404628,2258.79747301
371690,1482.59214254
359872,2148.78104703
234812,1608.70463136
193160,7216.95299338
568379,1811.17848705
216641,4846.95587116
35911,1929.88019823
37471,2460.86964401
26968,2528.51634485
43591,1217.6422722
472411,4900.38858899
85166,1203.76815067
435476,2986.30088837
69319,2001.15788589
134833,2162.09786935
504149,5740.84183008
491145,4243.66333641
57861,2492.64067645
329022,1793.06422484
277631,1258.21802356
404850,2512.4132735
224811,2771.37253168
580987,1708.67124464
290955,2698.80653799
197236,1911.58836473
101057,2712.50683414
73903,2752.35638531
387707,3872.03042361
468803,3473.5359185
7460,7516.75290895
323864,1928.36225474
409716,6734.2219548
555289,2155.72028525
17709,952.41668636
162761,5268.01447464
225682,6495.17542077
544855,2015.76524667
276307,2254.04545156
229369,3686.29347444
283860,3258.19535854
384480,1319.70058059
99565,2800.87748264
282527,2466.96760674
268305,2175.96523823
581139,1383.25667741
357403,4728.39797167
127602,1244.76887153
249941,4138.21474792
500283,3057.92912824
100284,3525.23164681
282759,1641.17156234
506407,1119.76915332
127153,2565.72424184
414186,2773.91015054
543588,2759.04755721
112800,1797.48636017
544952,5260.45226319
126754,1874.87633338
183857,2556.58019687
573261,1887.35457218
9184,1207.28439675
98200,1524.18967578
66492,6600.68431977
536173,1463.95092545
277009,1671.00288743
120149,1790.50372256
86508,5483.78251986
348669,3070.8689854
544692,5487.10528573
495250,5823.57217852
52884,1803.76113854
412731,1963.64967344
581802,3446.62011843
517067,2330.6743907
103229,3535.39369508
177213,6011.62313449
216895,7871.58606271
51013,835.668558501
74262,8935.30523974
432787,1798.62766039
67520,1114.79166958
548355,1840.77735932
328864,1720.1289053
267351,541.740428179
477735,3200.43919599
127178,1908.94729756
192172,1983.57695845
518401,1818.23951393
125602,1157.15278968
87153,3247.89264392
549918,1395.33144863
434318,3445.13054366
259544,1310.94105763
352923,4862.52931017
61493,5808.72201489
98253,2184.26844459
457762,5555.77860757
572468,3029.51891647
39962,3450.15575743
336893,1610.89205396
473252,1422.94609329
324148,3398.72242328
296311,6525.9004951
106096,8126.0210307
325901,3003.80788857
392117,1460.1943593
565080,6275.39440651
374567,2788.49340574
145479,1501.45602536
586928,1363.60574765
285348,3124.53635929
536827,1863.93561714
50967,3086.42969153
15029,4100.05823983
550334,2274.76610346
400993,2795.51243321
95440,3576.90996756
230113,4703.02506405
154961,5047.82078106
145128,1173.19328953
539717,5126.94708026
8369,3673.64823891
170580,2997.54746145
585675,1957.43683423
349815,1326.60790183
27928,2431.40861614
154326,5529.79697943
194365,1631.85540058
506446,3142.90298396
357322,2788.00848303
397053,2788.52599702
586766,2898.99034757
425775,2233.50653242
170788,1852.79708794
271211,3059.17960191
420219,1732.04771181
544823,2439.92446696
77712,2361.30575666
54225,1414.50021497
406322,6674.5024486
155127,1737.68819478
551135,1181.21289394
386901,1732.59629853
51235,1520.98183957
36838,9221.73410057
217227,4334.09999231
92207,2065.37506547
182196,4646.67297235
382857,1578.6768786
294554,3590.54519006
265706,1988.43843096
553810,4685.54731886
288935,1111.59147525
376385,3531.40882519
287669,1135.32400676
544545,1866.00274975
334796,1528.83501751
368944,6448.95555927
174097,1616.49851935
687,1645.0701655
505617,2080.82980416
59029,3332.27128028
203468,2629.60124085
244828,1579.25901074
247321,2332.71895997
456566,2590.69065343
321104,4622.21740797
198210,2031.32077581
224360,1333.5651613
244332,2190.52518297
489313,6407.47678708
178261,1279.03632231
464872,5609.78834394
492416,3100.95880492
361972,2424.70035234
428175,1517.39766658
489507,2769.06454389
116046,2511.13705005
299176,1635.77684749
329740,1380.34860751
285399,2286.81870973
516846,2377.313582
323473,5646.08196517
525843,1389.11517161
77768,1582.84746709
150449,1746.25412096
196186,3965.09304402
57704,1886.96415454
518127,1592.01965594
14001,3104.21832633
32165,2176.37784996
113658,2058.40456199
201491,1276.8712641
433085,1934.07964145
550728,4103.10764367
256778,7440.07240481
89502,2435.37624086
466160,1312.28144682
292237,4463.95658151
103825,2299.13074009
242106,6544.71674623
323954,1631.96271634
484892,3586.24459706
163656,5253.35415683
233430,1631.58863223
217505,3264.25104601
15631,10511.6074358
438593,1125.75200075
213004,6861.3819961
116614,1710.69242875
231013,2113.7922894
330194,1695.71502388
466816,2655.71676973
540826,2551.44498958
424291,1858.93944558
59422,4250.43221232
325750,1343.26368438
490209,2284.99005757
26160,2665.91649944
234657,2536.23262196
503105,1993.11266594
186228,6150.53135812
552745,1936.42429631
235701,1261.86433739
360814,7286.52106679
384286,5574.51659669
128917,1654.80203143
284045,1459.20404624
78356,2011.01728786
284511,1903.60868623
13190,3054.80157543
445815,3226.99433055
348565,1813.68836019
229602,1439.38757388
12900,1598.58722642
449110,1909.09217148
12370,5410.06569832
185031,2287.85330041
453947,2991.57112369
224792,1510.64728678
571777,1598.76050836
429548,1787.79443647
463658,4298.49701968
308081,1045.24528702
179970,3453.36487885
435157,5080.63638087
145806,3984.7327483
530004,2308.33617522
580193,3540.519921
294449,2696.66958983
411880,2137.9140211
586768,1586.42574195
457829,2984.41210225
296897,2710.91551042
441393,2131.41409762
493156,5547.21953778
417419,3407.07915802
95027,2378.52798006
405740,3711.66465979
97181,4262.08472741
99539,2753.59547026
30075,4175.85549997
535744,3076.41144275
9932,1689.29731673
354741,5036.15230747
562598,2342.43135258
542735,4554.42674035
166164,1395.35860487
235350,2269.89045143
62253,1108.54231495
243482,2294.03085384
365781,1704.81671712
287746,1713.38119006
172394,3331.75284892
116548,3881.97432149
167127,1701.69639201
586745,3256.93955159
162028,1994.17907779
468125,5376.47009399
156290,7419.02434113
504926,2796.90852967
312005,2644.33554714
514480,7645.32149621
461233,7160.6566846
352393,2227.9146558
33275,10404.4951187
98387,1603.30006368
4912,4870.77958956
489498,1901.66415573
468744,1921.81383065
111972,1614.59500378
556788,7308.54495362
531363,5689.1804353
241047,1646.69080793
540544,1652.81490813
47858,2284.76127159
541715,982.597099397
209396,947.207552009
180524,1934.21793862
93819,2656.44530415
289066,6034.98415031
260234,3786.34225271
49681,3882.66126345
315236,5612.2341706
7333,4656.30570779
147561,1845.78685258
163844,2494.93080226
279260,2059.02790517
409862,6657.48649741
261381,2121.16285591
114890,4237.03082082
528307,6105.9175571
531486,5052.30235712
418684,879.732609907
12065,1111.31390483
113496,907.511953221
112845,6741.45440533
569976,1214.91262783
304252,2130.3631617
453993,1625.72734822
27994,3574.71797351
220043,2662.20994988
559347,2616.4839459
200343,1381.00825239
301035,3014.74035375
71185,1892.04788219
92643,3346.82924235
515209,1360.37222267
494003,1663.07105234
86381,1479.47000656
570286,2247.70500756
284300,2292.37399023
231073,2491.51054882
53907,2038.7029032
43883,4546.4060105
543439,2310.20575347
9735,1340.6360015
358405,4057.78446606
152271,1803.78864126
346109,7777.37667556
356012,5647.28977414
8792,1505.23649614
246918,1702.67010572
181774,6834.1428562
352667,983.263649321
94632,2496.50245761
406079,3913.16225208
331971,2200.88611584
253530,1930.43046739
184142,1977.26923499
196197,1621.91184067
431828,5213.03206172
96726,1812.68491818
401900,2097.33488315
475809,2090.4393204
479212,1292.62834466
104555,2351.40148264
127184,2015.14472976
29364,6584.44460763
303788,3252.0740895
87601,1798.22208234
104427,1004.47854727
377099,2029.39226146
437877,1476.2661415
566487,5336.9758287
429754,2156.8131791
157752,2117.63948825
382351,2148.1196444
402213,3953.40133109
291174,1260.98230746
43881,2160.49339909
444926,4961.61852385
527572,1583.72491335
85122,1870.01553104
452635,2255.83039365
178350,2626.21179437
388291,2054.54567875
222022,1562.80947254
573299,1598.5009825
387079,3134.74915907
50792,1736.3415285
182300,3120.03673289
572424,2644.41497374
567914,3881.02894101
536775,2007.95550316
207861,1671.87524826
382854,3347.20581294
270898,2124.67852714
253456,3733.44317025
418619,3918.03977747
140944,5321.35756675
429902,1376.48374617
217469,9520.3447441
568327,1365.64275178
293528,2518.7905037
1606,6938.72305252
404749,1203.9923854
99289,3287.09846901
187399,7502.23726474
157153,3959.13121089
135377,1364.33666945
474304,1718.36183619
564218,1981.92037834
152924,1085.5794862
556155,2672.03045272
57167,1398.16410256
193871,3753.86595643
384526,2506.49532916
99480,2508.8049775
491710,3389.58825392
25774,920.600751365
43576,2652.16814178
421549,3270.46875468
455913,2046.89839935
314223,2013.56667318
320639,2769.11472655
407076,4298.65393819
115190,3600.81237873
255768,4410.72670797
88316,2440.83136624
81590,2876.13619551
159550,1764.33317072
574069,1529.38302826
170949,1331.86302993
517162,2101.64284198
141386,2893.69385092
218836,1750.85734519
376628,992.226392832
132383,1651.75921697
139052,6228.45908748
199498,2174.08360872
375265,3187.66985322
414613,4429.12176043
98342,2519.58767523
328009,1256.94173139
362018,2314.83231182
362539,3424.46382478
456306,2372.19568524
390503,6839.25624979
386522,5245.14109641
161364,1697.07213679
196333,4527.26778556
236791,1408.65870575
528153,1269.66078354
405048,3762.61725351
501451,1352.50202862
507516,4210.29416527
95918,1913.48025899
192167,1913.48408603
401586,8272.96811498
190216,3589.86049148
68324,7668.45403992
24209,2458.15965809
547602,2324.83969118
499799,1555.17716016
335672,3239.31827025
381261,6640.51217239
212564,2058.92073922
232593,6322.3010586
40759,3039.44071103
98047,1228.80515952
39981,589.043333742
203932,2092.27101542
139008,1459.78398785
455517,2624.92027484
351641,2076.98257906
255018,6580.15679116
560930,2498.20785224
536148,2794.1422266
294275,3238.5966471
233329,1889.83004892
130233,4718.78556004
378961,6046.80833204
180253,9227.94065673
199172,5105.64869615
311450,1698.7620902
355894,2263.45434762
141950,2800.51239045
289339,4745.0137069
162431,1737.28664324
373724,3901.00476484
298508,3663.56971579
155213,1599.42785001
148831,1657.25712147
530557,3008.60566456
240682,6462.79128688
456508,3919.96753847
406958,1909.15404157
300119,1957.85910776
461463,4603.67746458
89842,2935.10923549
14223,6949.52808935
172001,1363.15697901
499372,1928.61501053
468424,1527.31615842
65293,1600.09936702
581448,1939.66888562
536155,7430.75009734
352448,1220.7621135
258607,1990.51702018
184272,7615.81936002
581057,1232.09221853
241719,1794.95577791
60655,2348.55924145
567515,2272.45133425
118591,2529.85140237
355907,9631.94276783
521566,4760.04437347
185359,3076.75161694
267995,2022.75944271
515759,2233.18581062
337479,2073.92379329
189370,3756.43686345
232054,3189.18510492
554477,10113.8610566
181608,2838.71058397
532461,2306.88559146
68533,1263.26859447
189940,2302.11793727
443908,2466.82042565
259941,2530.9312408
236254,1054.36345733
475251,3086.01407615
240313,2861.46933576
469965,2555.38877857
136626,3915.80539948
158625,3131.17220609
293426,2368.77620801
391360,2381.7676553
286923,2450.98780143
164935,3348.97168892
307157,2636.5546043
556376,1546.85208635
101146,1696.15836678
562332,2714.90264696
464803,2150.83405446
444739,5719.88316064
461154,3325.46509811
13532,1065.46976704
106189,4680.29993719
16551,1981.32557367
575580,3567.853152
526053,1722.409752
293911,2245.25236589
281061,1306.41116713
14780,2184.17374066
256270,3267.93223045
468621,1375.44522965
143350,2426.91305679
343951,1502.10109873
313281,1492.12693825
103278,988.245457695
391206,2993.02228439
152749,3495.70870169
501231,1848.05838295
108952,2403.11282344
52903,2908.54149047
75940,1728.10630175
411346,7011.26646113
259663,2034.61487972
134861,5917.9769195
331704,1086.08671588
244341,2057.28151545
335412,2580.99603723
444626,3079.68412708
245587,2325.7538945
65300,3719.76692081
175349,1911.40751677
151515,3210.38672546
212340,2941.16330092
515224,1583.10058563
97533,1144.92218861
112659,2240.21612137
